TYPE,CUSTOMER_DEPARTMENT,MAIN_CUSTOMER,COMPLEXITY,PRODUCT,ROUNDS,MACHINE,PROD_STE,NECK,STITCH,YARN,ORDER
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,FKL,Polo Collar,Jersey,COTTON,N
CNT,Marketing Trip Gents - North-2,Marketing Trip,C1,Pullover,1,AUTO,FKL,Polo Collar,Tuck,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,2,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,1,HF,US1,Turtle Neck,Jersey,COTTON_BLENDS,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,2,HF,FKL,Turtle Neck,Jersey,COTTON_BLENDS,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,3,HF,US1,Turtle Neck,Jersey,COTTON_BLENDS,N
APR,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,4,AUTO,FKL,Turtle Neck,Jersey,COTTON_BLENDS,N
APR,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,5,AUTO,FKL,Turtle Neck,Jersey,COTTON_BLENDS,N
APR,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,6,AUTO,ANS,Turtle Neck,Jersey,COTTON_BLENDS,N
APR,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,7,AUTO,ANS,Turtle Neck,Jersey,COTTON_BLENDS,Y
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,2,AUTO,FKL,Crew Neck,Tuck,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,HF,FKL,Crew Neck,Jersey,COTTON,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Rib,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,NYLON_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Swatch,1,AUTO,ANS,Swatch,Tuck,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Swatch,2,AUTO,ANS,Swatch,Tuck,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Swatch,3,AUTO,ANS,Swatch,Tuck,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,4,AUTO,ANS,Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Swatch,5,AUTO,ANS,Swatch,Tuck,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,6,AUTO,ANS,Crew Neck,Tuck,RAYON_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,7,AUTO,ANS,Crew Neck,Tuck,ACRYLIC,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,8,AUTO,ANS,Crew Neck,Tuck,ACRYLIC,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,9,AUTO,ANS,Crew Neck,Tuck,ACRYLIC,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,10,AUTO,ANS,Crew Neck,Tuck,ACRYLIC,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,11,AUTO,ANS,Crew Neck,Tuck,ACRYLIC,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Not Applicable,1,AUTO,ANS,Not Applicable,Jersey,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,ANS,Crew Neck,Jersey,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,High Crew Neck,Rib,ACRYLIC_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,High Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,ANS,High Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C2,Pullover,1,AUTO,ANS,Not Applicable,Jersey,ACRYLIC_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Cache Coeur Cardigan,1,AUTO,ANS,Not Applicable,Tuck,VISCOSE_BLENDS,N
CNT,Lacoste Gents SPW,Lacoste,C1,Trousers,1,AUTO,FKL,Not Applicable,Jersey,COTTON_BLENDS,N
CNT,Lacoste Gents SPW,Lacoste,B,Trousers,2,AUTO,FKL,Not Applicable,Jersey,COTTON_BLENDS,N
CNT,Lacoste Gents SPW,Lacoste,B,Trousers,3,AUTO,FKL,Not Applicable,Jersey,COTTON_BLENDS,N
CNT,Lacoste Gents SPW,Lacoste,C1,Trousers,4,AUTO,FKL,Not Applicable,Jersey,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,AJX,Crew Neck,Tuck,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,2,AUTO,AJX,Crew Neck,Tuck,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,3,AUTO,AJX,Crew Neck,Tuck,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,4,AUTO,AJX,Crew Neck,Tuck,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,5,AUTO,AJX,Crew Neck,Tuck,COTTON,Y
CNT,Cape Union Mart Old Khaki Gents,Cape Union Mart,C1,Pullover,1,AUTO,ANS,Hood,Stripes,COTTON,N
CNT,Marketing Trip Gents - North-2,Marketing Trip,C2,Pullover,1,AUTO,FKL,Polo Collar,Jersey,COTTON,N
CNT,Marketing Trip Gents - North-2,Marketing Trip,C2,Pullover,1,AUTO,FKL,Polo Collar,Jersey,MERINO,N
CNT,Marketing Trip Gents - North-2,Marketing Trip,C2,Pullover,1,AUTO,FKL,Polo Collar,Jersey,MERINO,N
CNT,Superbalist Ladies,Superbalist,C1,Cardigan,1,AUTO,ANS,Not Applicable,Jersey,ACRYLIC_BLENDS,N
CNT,Superbalist Ladies,Superbalist,C1,Cardigan,2,AUTO,ANS,Not Applicable,Jersey,ACRYLIC_BLENDS,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,HF,AJX,Crew Neck,Jersey,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,HF,AJX,V-Neck,Jersey,COTTON,N
CNT,Marketing Trip Gents - South-1,Marketing Trip,B,Pullover,1,HF,US1,Crew Neck,Tuck,COTTON_BLENDS,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,1,AUTO,ANS,Crew Neck,Jersey,WOOL_BLENDS,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,B,Pullover,2,AUTO,ANS,Crew Neck,Jersey,WOOL_BLENDS,Y
APR,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,3,AUTO,ANS,Crew Neck,Jersey,WOOL_BLENDS,Y
APR,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,4,AUTO,ANS,Crew Neck,Jersey,WOOL_BLENDS,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,1,HF,US1,Turtle Neck,Jersey,MERINO_BLENDS,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,2,HF,US1,Turtle Neck,Jersey,MERINO_BLENDS,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,B,Pullover,3,HF,US1,Turtle Neck,Jersey,MERINO_BLENDS,N
APR,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,B,Pullover,4,HF,US1,Turtle Neck,Jersey,MERINO_BLENDS,Y
APR,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,5,HF,US1,Turtle Neck,Jersey,MERINO_BLENDS,N
CNT,Edgars  Stone Harbour Gents,Edgars,B,Pullover,1,HF,FKL,V-Neck,Jersey,COTTON_BLENDS,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C2,Pullover,1,HF,US1,High Crew Neck,Jersey,WOOL_BLENDS,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,2,AUTO,FKL,High Crew Neck,Jersey,WOOL_BLENDS,N
CNT,Superbalist Gents,Superbalist,B,Pullover,1,HF,US1,V-Neck,Jersey,COTTON,N
CNT,Superbalist Gents,Superbalist,C1,Cardigan,1,HF,US1,Not Applicable,Jersey,COTTON,N
CNT,Superbalist Gents,Superbalist,B,Pullover,1,HF,US1,Crew Neck,Stripes,COTTON,N
CNT,Superbalist Gents,Superbalist,B,Pullover,1,AUTO,ANS,Crew Neck,Knit/purl,COTTON,N
CNT,Superbalist Gents,Superbalist,B,Pullover,1,HF,ANS,Crew Neck,Jersey,COTTON,N
APR,Superbalist Gents,Superbalist,B,Pullover,2,HF,US1,Crew Neck,Jersey,COTTON,Y
CNT,Superbalist Gents,Superbalist,B,Pullover,3,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Superbalist Gents,Superbalist,B,Pullover,4,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Superbalist Gents,Superbalist,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Superbalist Gents,Superbalist,B,Pullover,2,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Superbalist Gents,Superbalist,B,Pullover,3,AUTO,ANS,Crew Neck,Tuck,COTTON,Y
CNT,Superbalist Gents,Superbalist,B,Pullover,1,HF,US1,Turtle Neck,Jersey,COTTON,N
APR,Superbalist Gents,Superbalist,B,Pullover,2,HF,US1,Turtle Neck,Jersey,COTTON,Y
CNT,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,ANS,High Crew Neck,Jersey,COTTON,N
APR,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,C1,Pullover,2,AUTO,ANS,High Crew Neck,Jersey,COTTON,N
APR,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,C1,Pullover,3,AUTO,ANS,High Crew Neck,Tuck,COTTON,Y
APR,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,C1,Pullover,4,AUTO,ANS,High Crew Neck,Tuck,COTTON,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,1,AUTO,FKL,High Crew Neck,Cable/Aran,WOOL_BLENDS,Y
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,2,AUTO,FKL,High Crew Neck,Cable/Aran,WOOL_BLENDS,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,3,AUTO,ANS,High Crew Neck,Cable/Aran,WOOL_BLENDS,N
APR,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,4,AUTO,ANS,High Crew Neck,Cable/Aran,WOOL_BLENDS,N
APR,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C2,Pullover,5,AUTO,ANS,High Crew Neck,Cable/Aran,WOOL_BLENDS,Y
APR,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C2,Pullover,6,AUTO,ANS,High Crew Neck,Cable/Aran,WOOL_BLENDS,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,C1,Pullover,1,AUTO,FKL,V-Neck,Jacquard,WOOL_BLENDS,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,1,AUTO,ANS,Boat Neck,Cable/Aran,COTTON,N
CNT,Next Retail Limited Gents,Next Retail Limited,C1,Pullover,1,HF,US1,Polo Collar,Jersey,LAMBSWOOL,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,1,AUTO,ANS,High Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,1,AUTO,ANS,High Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,2,AUTO,ANS,Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,Superbalist Gents,Superbalist,B,Pullover,1,AUTO,ANS,Crew Neck,Rib,COTTON,N
CNT,Superbalist Gents,Superbalist,B,Pullover,1,AUTO,ANS,Crew Neck,Cable/Aran,COTTON,N
APR,Superbalist Gents,Superbalist,B,Pullover,2,AUTO,ANS,Crew Neck,Cable/Aran,COTTON,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Turtle Neck,Rib,ACRYLIC_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,ANS,Turtle Neck,Rib,ACRYLIC_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,3,AUTO,ANS,Turtle Neck,Rib,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,4,AUTO,ANS,Turtle Neck,Rib,ACRYLIC_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,ANS,Polo Collar,Jersey,VISCOSE_BLENDS,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,1,AUTO,ANS,High Crew Neck,Knit/purl,COTTON,N
CNT,Marks & Spencer Plc T38 Ladies,Marks & Spencer Plc,B,Pullover,1,HF,FKL,Crew Neck,Jersey,CASHMERE,N
CNT,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,Tailored Brand,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
APR,Zadig & Voltaire Ladies,Zadig & Voltaire,B,Pullover,1,INTA,FKL,Crew Neck,Intarsia,CASHMERE,N
CNT,Zadig & Voltaire Ladies,Zadig & Voltaire,B,Pullover,1,INTA,FKL,Crew Neck,Intarsia,CASHMERE,N
CNT,Zadig & Voltaire Ladies,Zadig & Voltaire,B,Pullover,2,INTA,FKL,Crew Neck,Intarsia,CASHMERE,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,AJX,Crew Neck,Tuck,COTTON,N
CNT,Joseph Abboud Gents,Tailored Brand,B,Pullover,1,HF,FKL,V-Neck,Jersey,CASHMERE_BLENDS,N
CNT,Joseph Abboud Gents,Tailored Brand,B,Pullover,2,HF,FKL,V-Neck,Jersey,CASHMERE_BLENDS,N
CNT,Joseph Abboud Gents,Tailored Brand,B,Pullover,3,AUTO,ANS,V-Neck,Jersey,MERINO,N
CNT,Gentleman Farmer Gents,Gentleman Farmer,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,COTTON,N
CNT,Gentleman Farmer Gents,Gentleman Farmer,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,COTTON,N
CNT,Joseph Abboud Gents,Tailored Brand,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,MERINO_BLENDS,N
CNT,Joseph Abboud Gents,Tailored Brand,C1,Pullover,1,AUTO,FKL,Crew Neck,Rib,NYLON_BLENDS,N
CNT,Joseph Abboud Gents,Tailored Brand,C2,Cardigan,1,AUTO,FKL,High Crew Neck,Tuck,WOOL_BLENDS,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,C1,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,2,AUTO,ANS,Crew Neck,Tuck,COTTON,Y
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,1,AUTO,ANS,Crew Neck,Knit/purl,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,1,AUTO,AJX,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,2,AUTO,AJX,Crew Neck,Jersey,COTTON,N
CNT,Devred SAS Gents,Devred SAS,B,Pullover,3,AUTO,AJX,Crew Neck,Jersey,COTTON,N
APR,Cape Union Mart Old Khaki Gents,Cape Union Mart,C1,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Cape Union Mart Old Khaki Gents,Cape Union Mart,C1,Pullover,2,AUTO,ANS,Crew Neck,Tuck,COTTON,Y
APR,Cape Union Mart Old Khaki Gents,Cape Union Mart,C1,Pullover,3,AUTO,ANS,Crew Neck,Tuck,COTTON,Y
APR,Cape Union Mart Old Khaki Gents,Cape Union Mart,C1,Pullover,4,AUTO,ANS,Crew Neck,Tuck,COTTON,Y
APR,Cape Union Mart Old Khaki Gents,Cape Union Mart,B,Pullover,5,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Cape Union Mart Old Khaki Gents,Cape Union Mart,B,Pullover,6,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Cape Union Mart Old Khaki Gents,Cape Union Mart,B,Pullover,7,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Cape Union Mart Old Khaki Gents,Cape Union Mart,B,Pullover,8,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Next Retail Limited Gents,Next Retail Limited,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Next Retail Limited Gents,Next Retail Limited,B,Pullover,2,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Joseph Abboud Gents,Tailored Brand,C1,Pullover,1,AUTO,ANS,V-Neck,Jersey,MERINO,N
CNT,Joseph Abboud Gents,Tailored Brand,C1,Pullover,2,AUTO,ANS,V-Neck,Jersey,MERINO,N
CNT,Joseph Abboud Gents,Tailored Brand,C1,Pullover,3,AUTO,ANS,V-Neck,Jersey,MERINO,N
CNT,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,C2,Pullover,1,AUTO,ANS,Hood,Jersey,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,C2,Pullover,2,AUTO,ANS,Hood,Jersey,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,C1,Pullover,3,AUTO,ANS,Hood,Jersey,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,C1,Pullover,4,AUTO,ANS,Hood,Jersey,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Studio Gents,Woolworths (Pty) Ltd,C2,Pullover,5,AUTO,ANS,Hood,Jersey,VISCOSE_BLENDS,Y
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,COTTON,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Swatch,1,HF,US1,Not Applicable,Jersey,COTTON,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,C1,Pullover,2,HF,US1,V-Neck,Jersey,COTTON,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Swatch,1,AUTO,ANS,Not Applicable,Stripes,COTTON,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Pullover,2,AUTO,ANS,Crew Neck,Stripes,COTTON,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Pullover,3,AUTO,ANS,Crew Neck,Stripes,COTTON,N
CNT,Zadig & Voltaire Gents,Zadig & Voltaire,B,Not Applicable,1,AUTO,FKL,Not Applicable,Jersey,CASHMERE,N
CNT,Zadig & Voltaire Gents,Zadig & Voltaire,B,Not Applicable,2,AUTO,FKL,Not Applicable,Jersey,CASHMERE,N
CNT,Zadig & Voltaire Gents,Zadig & Voltaire,B,Not Applicable,3,AUTO,FKL,Not Applicable,Jersey,CASHMERE,N
CNT,Zadig & Voltaire Gents,Zadig & Voltaire,B,Not Applicable,4,AUTO,FKL,Not Applicable,Jersey,CASHMERE,N
CNT,Zadig & Voltaire Gents,Zadig & Voltaire,B,Not Applicable,5,AUTO,FKL,Not Applicable,Jersey,CASHMERE,N
CNT,Zadig & Voltaire Gents,Zadig & Voltaire,B,Not Applicable,6,AUTO,FKL,Not Applicable,Jersey,CASHMERE,N
CNT,Zadig & Voltaire Gents,Zadig & Voltaire,B,Not Applicable,7,AUTO,FKL,Not Applicable,Jersey,CASHMERE,N
CNT,Zadig & Voltaire Gents,Zadig & Voltaire,B,Pullover,8,AUTO,FKL,Crew Neck,Jersey,CASHMERE,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,C1,Pullover,1,AUTO,ANS,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,C1,Pullover,2,AUTO,ANS,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,C1,Pullover,1,AUTO,ANS,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,B,Pullover,1,HF,FKL,Crew Neck,Tuck,COTTON_BLENDS,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,C1,Pullover,1,AUTO,FKL,Crew Neck,Stripes,COTTON_BLENDS,N
CNT,Woolworths (Pty) Ltd Loungewear Ladies,Woolworths (Pty) Ltd,B,Dress,1,AUTO,ANS,High Crew Neck,Knit/purl,RAYON_BLENDS,N
CNT,Woolworths (Pty) Ltd Loungewear Ladies,Woolworths (Pty) Ltd,B,Dress,2,AUTO,ANS,Cawl Neck,Knit/purl,RAYON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,HF,AJX,Crew Neck,Plating,COTTON,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,1,AUTO,FKL,High Crew Neck,Tuck,LAMBSWOOL,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,2,AUTO,FKL,High Crew Neck,Tuck,LAMBSWOOL,N
APR,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,3,AUTO,ANS,High Crew Neck,Tuck,LAMBSWOOL,Y
APR,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,4,AUTO,ANS,High Crew Neck,Tuck,LAMBSWOOL,N
APR,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,5,AUTO,ANS,High Crew Neck,Tuck,LAMBSWOOL,N
APR,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,6,AUTO,ANS,High Crew Neck,Tuck,LAMBSWOOL,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,1,AUTO,FKL,High Crew Neck,Jersey,COTTON,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,2,AUTO,FKL,High Crew Neck,Jersey,COTTON,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,3,AUTO,FKL,High Crew Neck,Jersey,COTTON,Y
APR,Rodd & Gunn N Gents,RODD & GUNN,C1,Pullover,4,AUTO,ANS,High Crew Neck,Jersey,COTTON,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,MERINO,N
CNT,Rodd & Gunn N Gents,RODD & GUNN,B,Pullover,2,AUTO,ANS,Crew Neck,Jersey,MERINO,N
CNT,Edgars  Stone Harbour Gents,Edgars,B,Pullover,1,HF,FKL,Crew Neck,Jersey,ACRYLIC_BLENDS,N
CNT,Edgars  Stone Harbour Gents,Edgars,B,Pullover,2,HF,FKL,Crew Neck,Jersey,ACRYLIC_BLENDS,N
CNT,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,FKL,High Crew Neck,Jacquard,COTTON_BLENDS,N
CNT,UK Collection Gents,Collection,B,Not Applicable,1,HF,FKL,Crew Neck,Jersey,LAMBSWOOL,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,MERINO_BLENDS,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Pullover,2,AUTO,FKL,Crew Neck,Tuck,MERINO_BLENDS,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,C1,Pullover,3,AUTO,FKL,Crew Neck,Tuck,MERINO_BLENDS,Y
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Pullover,4,AUTO,ANS,Crew Neck,Tuck,MERINO_BLENDS,N
APR,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Pullover,5,AUTO,ANS,Not Applicable,Tuck,MERINO_BLENDS,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,C1,Cardigan,1,AUTO,ANS,GrandDad Collar,Tuck,COTTON,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,C1,Pullover,1,HF,FKL,Crew Neck,Jersey,WOOL,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,B,Pullover,1,AUTO,FKL,High Crew Neck,Tuck,ACRYLIC_BLENDS,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,C1,Cardigan,1,AUTO,FKL,GrandDad Collar,Jersey,WOOL_BLENDS,N
CNT,The Men's Wearhouse  Inc. Gents,Tailored Brand,C1,Cardigan,2,AUTO,FKL,GrandDad Collar,Jersey,WOOL_BLENDS,N
APR,Stockomani - Gents,Stockomani,B,Pullover,1,HF,AJX,V-Neck,Jersey,COTTON,Y
